claim_id,dealer_id,vin,fleet_id,technician_id,filed_date,repair_date,claim_year,claim_month,claim_quarter,mileage_at_repair,vehicle_model,model_year,claim_type,symptom_reported,total_parts_cost,total_labor_hours,total_labor_cost,total_claim_amount,num_line_items,technician_narrative,status,risk_score,is_anomaly,anomaly_tier,anomaly_flags,days_to_warranty_end,prior_claims_on_vin,campaign_id,pre_authorized,submission_channel
WC-2023001425,DLR-016,3AKJHLDR1E1037,FLT-0019,DLR-016-TECH-04,2025-01-05,2025-01-04,2025,1,Q1,56069,Freightliner 114SD,2024,Emissions Warranty,AC not cooling,4217.59,6.6,825.0,5042.59,3,Recalibrated NOx Sensor. Recalibrated Clutch Assembly. Recalibrated Oil Cooler. Verified repair and road tested.,Under Review,38,N,,,928,6,,Y,API
WC-2023001426,DLR-007,3AKJGLDR6H1123,FLT-0008,DLR-007-TECH-03,2025-02-11,2025-02-08,2025,2,Q1,285815,Freightliner Cascadia,2024,Emissions Warranty,Fan clutch not engaging,2567.23,4.9,612.5,3179.73,2,Resealed DPF Filter Element. Recalibrated Coolant Pump. Verified repair and road tested.,Rejected,25,N,,,1004,8,,N,API
WC-2023001427,DLR-015,3AKJGLDR8X1047,FLT-0033,DLR-015-TECH-05,2023-11-23,2023-11-21,2023,11,Q4,177814,Freightliner M2 106,2022,Extended Warranty,Oil pressure warning,3211.39,2.2,275.0,3486.39,1,Diagnosed and replaced Turbocharger Assembly. Verified repair and road tested.,Rejected,13,N,,,550,4,,Y,PRISM Batch Upload
WC-2023001428,DLR-012,3AKLGLDR7R1190,FLT-0037,DLR-012-TECH-09,2024-02-20,2024-02-14,2024,2,Q1,32058,Western Star 47X,2023,Emissions Warranty,Hard starting in cold weather,1773.92,3.7,462.5,2236.42,2,Resealed DEF Dosing Unit. Inspected and repaired Driveshaft U-Joint. Verified repair and road tested.,Approved,24,N,,,458,12,,N,PRISM Manual Entry
WC-2023001429,DLR-007,3AKLGLDR4B1155,FLT-0028,DLR-007-TECH-02,2023-01-28,2023-01-23,2023,1,Q1,58481,Western Star 49X,2023,Extended Warranty,Vibration at highway speed,4092.97,2.4,300.0,4392.97,1,Inspected and repaired ECM Module. Verified repair and road tested.,Submitted,27,N,,,1313,6,,Y,PRISM Manual Entry
WC-2023001430,DLR-013,3AKKGLDR7D1145,FLT-0030,DLR-013-TECH-01,2024-01-20,2024-01-14,2024,1,Q1,74645,Freightliner M2 106,2023,Base Warranty,Oil pressure warning,3265.76,5.0,625.0,3890.76,2,Inspected and repaired EGR Cooler Assembly. Replaced Fuel Filter Housing. Verified repair and road tested.,Under Review,10,N,,,1602,14,,Y,Mobile App
WC-2023001431,DLR-020,3AKLHLDR1M1108,FLT-0026,DLR-020-TECH-08,2025-04-25,2025-04-19,2025,4,Q2,150394,Freightliner Cascadia,2023,Policy Adjustment,Vibration at highway speed,285.21,1.0,125.0,410.21,1,Resealed Thermostat Housing. Verified repair and road tested.,Approved,37,N,,,361,11,,N,Mobile App
WC-2023001432,DLR-006,3AKLGLDR3G1129,FLT-0007,DLR-006-TECH-10,2024-11-25,2024-11-24,2024,11,Q4,423437,Freightliner 108SD,2023,Campaign/Recall,Loss of power under load,3272.82,3.9,487.5,3760.32,2,Inspected and repaired Coolant Pump. Replaced SCR Catalyst. Verified repair and road tested.,Rejected,12,N,,,749,13,CAMP-0001,Y,API
WC-2023001433,DLR-015,3AKJGLDR8X1047,FLT-0033,DLR-015-TECH-03,2025-12-28,2025-12-24,2025,12,Q4,196263,Freightliner M2 106,2022,Policy Adjustment,Loss of power under load,3183.17,2.3,287.5,3470.67,1,Diagnosed and replaced Turbocharger Assembly. Verified repair and road tested.,Submitted,11,N,,,-216,5,,Y,API
WC-2023001434,DLR-010,3AKLHLDR2W1079,FLT-0020,DLR-010-TECH-02,2024-11-24,2024-11-23,2024,11,Q4,174571,Western Star 47X,2022,Campaign/Recall,Coolant leak detected,2259.55,3.9,487.5,2747.05,2,Replaced Slack Adjuster. Diagnosed and replaced High Pressure Fuel Pump. Verified repair and road tested.,Approved,29,N,,,1009,5,CAMP-0002,N,API
WC-2023001435,DLR-016,3AKLGLDR2J1073,FLT-0039,DLR-016-TECH-06,2024-03-08,2024-03-06,2024,3,Q1,290883,Freightliner Cascadia,2022,Base Warranty,Check engine light on,7111.38,8.7,1087.5,8198.88,3,Diagnosed and replaced Alternator Assembly. Recalibrated Differential Assembly. Resealed Air Compressor. Verified repair and road tested.,Escalated,38,N,,,173,1,,Y,PRISM Manual Entry
WC-2023001436,DLR-001,3AKKHLDR5S1131,FLT-0011,DLR-001-TECH-01,2025-11-25,2025-11-25,2025,11,Q4,382782,Freightliner Cascadia,2021,Policy Adjustment,Coolant leak detected,4771.82,6.9,862.5,5634.32,3,Resealed Oil Cooler. Inspected and repaired Transmission Control Module. Resealed Fuel Filter Housing. Verified repair and road tested.,Submitted,33,N,,,-969,7,,Y,PRISM Batch Upload
WC-2023001437,DLR-002,3AKKGLDR0E1080,FLT-0005,DLR-002-TECH-08,2024-10-07,2024-09-30,2024,10,Q4,39984,Western Star 47X,2022,Campaign/Recall,Battery not charging,2033.85,5.7,712.5,2746.35,3,Diagnosed and replaced Air Compressor. Inspected and repaired Fuel Injector (each). Cleaned and reinstalled Thermostat Housing. Verified repair and road tested.,Escalated,21,N,,,32,12,CAMP-0013,N,PRISM Manual Entry
WC-2023001438,DLR-007,3AKLHLDR2D1103,FLT-0035,DLR-007-TECH-11,2024-11-01,2024-11-01,2024,11,Q4,32902,Freightliner Cascadia,2024,Campaign/Recall,DEF quality warning,3449.99,3.9,487.5,3937.49,2,Resealed Battery Disconnect Switch. Diagnosed and replaced Turbocharger Assembly. Verified repair and road tested.,Approved,8,N,,,766,8,CAMP-0002,Y,Mobile App
WC-2023001439,DLR-012,3AKKHLDR0U1074,FLT-0005,DLR-012-TECH-12,2024-03-10,2024-03-05,2024,3,Q1,416819,Western Star 49X,2023,Campaign/Recall,Transmission fault code,4707.14,6.0,750.0,5457.14,3,Recalibrated DEF Dosing Unit. Overhauled Fuel Filter Housing. Diagnosed and replaced SCR Catalyst. Verified repair and road tested.,Approved,7,N,,,869,9,CAMP-0007,Y,Mobile App
WC-2023001440,DLR-019,3AKLGLDR9X1016,FLT-0028,DLR-019-TECH-04,2023-12-11,2023-12-11,2023,12,Q4,336112,Freightliner 114SD,2024,Emissions Warranty,DPF regeneration failure,3518.9,3.8,475.0,3993.9,2,Recalibrated SCR Catalyst. Overhauled NOx Sensor. Verified repair and road tested.,Under Review,32,N,,,1212,9,,Y,PRISM Manual Entry
WC-2023001441,DLR-004,3AKKHLDR2J1102,FLT-0037,DLR-004-TECH-05,2024-03-13,2024-03-06,2024,3,Q1,360911,Freightliner M2 106,2022,Campaign/Recall,Transmission fault code,4372.84,5.2,650.0,5022.84,2,Inspected and repaired SCR Catalyst. Resealed Intercooler. Verified repair and road tested.,Under Review,17,N,,,360,9,CAMP-0010,Y,Mobile App
WC-2023001442,DLR-016,3AKLHLDR0A1128,FLT-0002,DLR-016-TECH-07,2025-08-16,2025-08-15,2025,8,Q3,1000,Western Star 47X,2022,Campaign/Recall,Turbo boost pressure low,6615.71,6.5,812.5,7428.21,3,Recalibrated Fuel Injector (each). Diagnosed and replaced Air Compressor. Inspected and repaired Clutch Assembly. Verified repair and road tested.,Rejected,23,N,,,120,6,CAMP-0013,Y,Mobile App
WC-2023001443,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-08,2025-08-07,2025-08-05,2025,8,Q3,185329,Freightliner 114SD,2024,Extended Warranty,Loss of power under load,352.23,1.3,162.5,514.73,1,Cleaned and reinstalled Cab Air Spring. Verified repair and road tested.,Rejected,21,N,,,649,16,,N,API
WC-2023001444,DLR-011,3AKJGLDR4H1144,FLT-0028,DLR-011-TECH-01,2025-11-21,2025-11-16,2025,11,Q4,381804,Freightliner 108SD,2023,Emissions Warranty,Loss of power under load,1342.16,3.3,412.5,1754.66,1,Inspected and repaired DEF Dosing Unit. Verified repair and road tested.,Approved,18,N,,,1121,0,,N,PRISM Batch Upload
WC-2023001445,DLR-005,3AKJHLDR3J1072,FLT-0036,DLR-005-TECH-05,2024-01-04,2024-01-01,2024,1,Q1,434587,Freightliner Cascadia,2024,Goodwill,Overheating at idle,3911.69,6.7,837.5,4749.19,3,Overhauled Transmission Control Module. Cleaned and reinstalled Driveshaft U-Joint. Resealed ABS Sensor. Verified repair and road tested.,Approved,19,N,,,1921,2,,Y,PRISM Batch Upload
WC-2023001446,DLR-002,3AKKHLDR1C1197,FLT-0019,DLR-002-TECH-10,2024-01-22,2024-01-18,2024,1,Q1,37102,Freightliner Cascadia,2022,Extended Warranty,Electrical intermittent fault,6786.78,8.3,1037.5,7824.28,3,Replaced Clutch Assembly. Cleaned and reinstalled Intercooler. Cleaned and reinstalled EGR Cooler Assembly. Verified repair and road tested.,Under Review,29,N,,,1264,15,,Y,PRISM Manual Entry
WC-2023001447,DLR-012,3AKJHLDR0S1094,FLT-0026,DLR-012-TECH-05,2025-07-11,2025-07-11,2025,7,Q3,48308,Freightliner M2 106,2022,Base Warranty,Oil pressure warning,1168.08,2.6,325.0,1493.08,1,Replaced Alternator Assembly. Verified repair and road tested.,Submitted,29,N,,,141,10,,N,PRISM Batch Upload
WC-2023001448,DLR-020,3AKLHLDR1M1108,FLT-0026,DLR-020-TECH-03,2025-12-04,2025-11-28,2025,12,Q4,141978,Freightliner Cascadia,2023,Campaign/Recall,Loss of power under load,643.43,2.4,300.0,943.43,1,Overhauled Coolant Pump. Verified repair and road tested.,Rejected,18,N,,,138,12,CAMP-0007,N,PRISM Manual Entry
WC-2023001449,DLR-017,3AKKHLDR7R1187,FLT-0016,DLR-017-TECH-06,2023-12-26,2023-12-23,2023,12,Q4,200272,Western Star 47X,2022,Base Warranty,Brake warning indicator,4761.06,3.6,450.0,5211.06,2,Recalibrated Fuel Injector (each). Overhauled Clutch Assembly. Verified repair and road tested.,Submitted,9,N,,,672,7,,Y,PRISM Manual Entry
WC-2023001450,DLR-014,3AKKGLDR4N1001,FLT-0035,DLR-014-TECH-03,2024-12-27,2024-12-27,2024,12,Q4,347446,Freightliner 114SD,2024,Campaign/Recall,AC not cooling,4289.95,2.8,350.0,4639.95,1,Cleaned and reinstalled ECM Module. Verified repair and road tested.,Submitted,40,N,,,1734,5,CAMP-0005,Y,PRISM Batch Upload
WC-2023001451,DLR-008,3AKJGLDR7U1167,FLT-0032,DLR-008-TECH-07,2024-03-03,2024-02-26,2024,3,Q1,155949,Freightliner 108SD,2023,Policy Adjustment,Electrical intermittent fault,901.82,3.4,425.0,1326.82,1,Overhauled Air Compressor. Verified repair and road tested.,Escalated,8,N,,,958,9,,N,PRISM Manual Entry
WC-2023001452,DLR-016,3AKJGLDR4S1106,FLT-0012,DLR-016-TECH-04,2024-01-21,2024-01-17,2024,1,Q1,330845,Freightliner 108SD,2023,Extended Warranty,Fuel economy degradation,6004.3,7.5,937.5,6941.8,3,Diagnosed and replaced DEF Dosing Unit. Replaced ECM Module. Diagnosed and replaced ABS Sensor. Verified repair and road tested.,Approved,40,N,,,1036,4,,N,PRISM Batch Upload
WC-2023001453,DLR-006,3AKLGLDR1G1084,FLT-0012,DLR-006-TECH-05,2024-05-24,2024-05-21,2024,5,Q2,306707,Freightliner M2 106,2022,Policy Adjustment,Electrical intermittent fault,4370.46,1.1,137.5,4507.96,1,Replaced Fuel Injector (each). Verified repair and road tested.,Submitted,27,N,,,304,5,,N,API
WC-2023001454,DLR-010,3AKKHLDR7Y1068,FLT-0031,DLR-010-TECH-12,2025-07-09,2025-07-03,2025,7,Q3,239530,Freightliner Cascadia,2024,Base Warranty,AC not cooling,1254.44,2.6,325.0,1579.44,1,Inspected and repaired Oil Cooler. Verified repair and road tested.,Submitted,35,N,,,1493,3,,N,PRISM Manual Entry
WC-2023001455,DLR-017,3AKKHLDR0R1119,FLT-0015,DLR-017-TECH-08,2024-04-15,2024-04-13,2024,4,Q2,262706,Freightliner Cascadia,2023,Base Warranty,Turbo boost pressure low,3481.67,2.8,350.0,3831.67,1,Overhauled Turbocharger Assembly. Verified repair and road tested.,Submitted,29,N,,,1719,9,,Y,Mobile App
WC-2023001456,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-07,2025-01-15,2025-01-15,2025,1,Q1,56642,Freightliner 114SD,2024,Policy Adjustment,Brake warning indicator,8564.59,6.2,775.0,9339.59,3,Resealed Wiring Harness - Engine. Replaced Fuel Injector (each). Diagnosed and replaced Intercooler. Verified repair and road tested.,Rejected,23,N,,,829,10,,Y,API
WC-2023001457,DLR-003,3AKLHLDR1E1039,FLT-0030,DLR-003-TECH-02,2024-04-25,2024-04-24,2024,4,Q2,58578,Western Star 47X,2022,Extended Warranty,ABS fault light,5406.66,5.4,675.0,6081.66,2,Inspected and repaired EGR Cooler Assembly. Inspected and repaired Clutch Assembly. Verified repair and road tested.,Under Review,24,N,,,-37,18,,Y,API
WC-2023001458,DLR-004,3AKLGLDR8A1141,FLT-0037,DLR-004-TECH-01,2025-08-21,2025-08-17,2025,8,Q3,425061,Freightliner M2 106,2023,Extended Warranty,Transmission fault code,4539.24,5.6,700.0,5239.24,2,Inspected and repaired Turbocharger Assembly. Recalibrated Starter Motor. Verified repair and road tested.,Submitted,10,N,,,436,2,,Y,PRISM Batch Upload
WC-2023001459,DLR-019,3AKKGLDR3K1125,FLT-0038,DLR-019-TECH-05,2023-06-27,2023-06-21,2023,6,Q2,277385,Western Star 49X,2023,Base Warranty,Loss of power under load,924.97,5.2,650.0,1574.97,2,Diagnosed and replaced Door Latch Assembly. Diagnosed and replaced Fan Clutch Assembly. Verified repair and road tested.,Escalated,23,N,,,1065,10,,N,PRISM Manual Entry
WC-2023001460,DLR-018,3AKLGLDR1Q1133,FLT-0022,DLR-018-TECH-14,2024-03-07,2024-03-01,2024,3,Q1,436845,Western Star 47X,2022,Campaign/Recall,Electrical intermittent fault,3811.16,6.5,812.5,4623.66,3,Cleaned and reinstalled Oil Cooler. Overhauled Door Latch Assembly. Overhauled Clutch Assembly. Verified repair and road tested.,Approved,32,N,,,155,6,CAMP-0006,Y,Mobile App
WC-2023001461,DLR-018,3AKKGLDR7D1149,FLT-0012,DLR-018-TECH-11,2025-08-15,2025-08-14,2025,8,Q3,173431,Freightliner 108SD,2023,Campaign/Recall,Electrical intermittent fault,5607.23,6.9,862.5,6469.73,3,Cleaned and reinstalled ECM Module. Overhauled Brake Caliper Assembly. Replaced Coolant Pump. Verified repair and road tested.,Escalated,36,N,,,1090,4,CAMP-0001,Y,Mobile App
WC-2023001462,DLR-010,3AKKHLDR7Y1068,FLT-0031,DLR-010-TECH-12,2024-07-02,2024-06-25,2024,7,Q3,209423,Freightliner Cascadia,2024,Extended Warranty,Transmission fault code,2906.28,2.9,362.5,3268.78,1,Recalibrated EGR Cooler Assembly. Verified repair and road tested.,Escalated,14,N,,,1865,4,,N,PRISM Batch Upload
WC-2023001463,DLR-011,3AKJHLDR7W1071,FLT-0010,DLR-011-TECH-02,2025-02-12,2025-02-05,2025,2,Q1,13755,Freightliner 114SD,2024,Goodwill,DPF regeneration failure,2400.6,2.0,250.0,2650.6,1,Cleaned and reinstalled Clutch Assembly. Verified repair and road tested.,Approved,21,N,,,1572,1,,N,PRISM Batch Upload
WC-2023001464,DLR-001,3AKKHLDR5S1131,FLT-0011,DLR-001-TECH-08,2025-05-14,2025-05-13,2025,5,Q2,356673,Freightliner Cascadia,2021,Goodwill,Brake warning indicator,3592.43,7.2,900.0,4492.43,3,Cleaned and reinstalled Coolant Pump. Overhauled Oil Cooler. Inspected and repaired Intercooler. Verified repair and road tested.,Rejected,33,N,,,-774,8,,N,PRISM Manual Entry
WC-2023001465,DLR-019,3AKKGLDR3K1125,FLT-0038,DLR-019-TECH-01,2024-12-19,2024-12-14,2024,12,Q4,310935,Western Star 49X,2023,Policy Adjustment,Overheating at idle,6789.48,7.5,937.5,7726.98,2,Inspected and repaired Intercooler. Inspected and repaired Differential Assembly. Verified repair and road tested.,Escalated,65,Y,tier2_rogue_tech,tech_labor_inflation|repeat_repair_same_vin|photo_reuse,524,11,,Y,PRISM Batch Upload
WC-2023001466,DLR-015,3AKKGLDR6H1121,FLT-0004,DLR-015-TECH-04,2024-02-08,2024-02-01,2024,2,Q1,444045,Freightliner 108SD,2023,Extended Warranty,AC not cooling,667.86,2.0,250.0,917.86,1,Inspected and repaired NOx Sensor. Verified repair and road tested.,Under Review,15,N,,,842,4,,N,Mobile App
WC-2023001467,DLR-015,3AKKHLDR1U1061,FLT-0003,DLR-015-TECH-01,2025-04-27,2025-04-25,2025,4,Q2,233345,Freightliner M2 112,2024,Campaign/Recall,Hard starting in cold weather,6597.39,5.2,650.0,7247.39,2,Overhauled Clutch Assembly. Recalibrated ECM Module. Verified repair and road tested.,Approved,22,N,,,741,4,CAMP-0014,Y,PRISM Manual Entry
WC-2023001468,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-04,2025-08-18,2025-08-13,2025,8,Q3,331031,Western Star 49X,2024,Policy Adjustment,Fan clutch not engaging,743.53,3.9,487.5,1231.03,1,Replaced Fan Clutch Assembly. Verified repair and road tested.,Approved,18,N,,,1328,28,,N,Mobile App
WC-2023001469,DLR-003,3AKLHLDR1E1039,FLT-0030,DLR-003-TECH-04,2025-07-22,2025-07-21,2025,7,Q3,66801,Western Star 47X,2022,Extended Warranty,DEF quality warning,2010.33,6.9,862.5,2872.83,3,Overhauled Alternator Assembly. Cleaned and reinstalled Slack Adjuster. Recalibrated NOx Sensor. Verified repair and road tested.,Approved,4,N,,,-490,19,,N,PRISM Batch Upload
WC-2023001470,DLR-007,3AKJGLDR6H1123,FLT-0008,DLR-007-TECH-04,2024-05-11,2024-05-10,2024,5,Q2,284986,Freightliner Cascadia,2024,Campaign/Recall,Brake warning indicator,8468.43,8.3,1037.5,9505.93,3,Diagnosed and replaced ECM Module. Overhauled SCR Catalyst. Resealed Fan Clutch Assembly. Verified repair and road tested.,Rejected,50,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation,1280,9,CAMP-0005,Y,PRISM Manual Entry
WC-2023001471,DLR-020,3AKJGLDR2Y1165,FLT-0029,DLR-020-TECH-02,2024-06-15,2024-06-12,2024,6,Q2,153813,Freightliner M2 112,2023,Base Warranty,Transmission fault code,4457.8,2.2,275.0,4732.8,1,Recalibrated ECM Module. Verified repair and road tested.,Submitted,35,N,,,671,5,,N,PRISM Batch Upload
WC-2023001472,DLR-005,3AKLGLDR4O1053,FLT-0011,DLR-005-TECH-06,2023-09-18,2023-09-14,2023,9,Q3,153791,Freightliner Cascadia,2021,Campaign/Recall,Fuel economy degradation,2065.57,4.7,587.5,2653.07,2,Inspected and repaired Radiator Assembly. Inspected and repaired Battery Disconnect Switch. Verified repair and road tested.,Rejected,18,N,,,371,6,CAMP-0002,N,PRISM Batch Upload
WC-2023001473,DLR-002,3AKLHLDR7Q1096,FLT-0003,DLR-002-TECH-03,2024-07-25,2024-07-18,2024,7,Q3,183112,Freightliner Cascadia,2021,Base Warranty,ABS fault light,3373.65,4.2,525.0,3898.65,2,Recalibrated Cab Air Spring. Diagnosed and replaced Transmission Control Module. Verified repair and road tested.,Rejected,6,N,,,-276,6,,Y,Mobile App
WC-2023001474,DLR-015,3AKKGLDR6H1121,FLT-0004,DLR-015-TECH-03,2023-11-10,2023-11-04,2023,11,Q4,438528,Freightliner 108SD,2023,Extended Warranty,Turbo boost pressure low,3958.63,7.3,912.5,4871.13,3,Inspected and repaired Door Latch Assembly. Resealed DEF Dosing Unit. Diagnosed and replaced Clutch Assembly. Verified repair and road tested.,Submitted,8,N,,,932,5,,N,API
WC-2023001475,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-02,2023-02-22,2023-02-17,2023,2,Q1,340054,Western Star 49X,2024,Emissions Warranty,ABS fault light,4809.89,4.7,587.5,5397.39,2,Inspected and repaired EGR Cooler Assembly. Overhauled High Pressure Fuel Pump. Verified repair and road tested.,Submitted,6,N,,,2236,29,,Y,Mobile App
WC-2023001476,DLR-008,3AKLGLDR5L1063,FLT-0029,DLR-008-TECH-02,2023-09-15,2023-09-11,2023,9,Q3,313938,Freightliner Cascadia,2021,Policy Adjustment,Coolant leak detected,1602.06,3.5,437.5,2039.56,2,Resealed Cab Air Spring. Cleaned and reinstalled Brake Caliper Assembly. Verified repair and road tested.,Rejected,30,N,,,1027,10,,N,API
WC-2023001477,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-09,2025-11-09,2025-11-04,2025,11,Q4,42299,Freightliner 114SD,2024,Base Warranty,Fuel economy degradation,849.55,3.8,475.0,1324.55,2,Diagnosed and replaced Coolant Pump. Inspected and repaired Door Latch Assembly. Verified repair and road tested.,Submitted,20,N,,,531,11,,N,PRISM Manual Entry
WC-2023001478,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-05,2025-09-24,2025-09-22,2025,9,Q3,200225,Freightliner 114SD,2024,Base Warranty,Transmission fault code,2406.35,2.1,262.5,2668.85,2,Overhauled High Pressure Fuel Pump. Resealed Driveshaft U-Joint. Verified repair and road tested.,Under Review,5,N,,,601,17,,N,Mobile App
WC-2023001479,DLR-011,3AKLGLDR5M1182,FLT-0010,DLR-011-TECH-03,2025-06-08,2025-06-04,2025,6,Q2,26068,Freightliner Cascadia,2024,Campaign/Recall,AC not cooling,202.91,1.4,175.0,377.91,1,Resealed Battery Disconnect Switch. Verified repair and road tested.,Under Review,33,N,,,498,1,CAMP-0002,N,PRISM Manual Entry
WC-2023001480,DLR-010,3AKLGLDR1U1105,FLT-0021,DLR-010-TECH-05,2025-06-03,2025-06-01,2025,6,Q2,231227,Freightliner 108SD,2023,Campaign/Recall,Coolant leak detected,4398.65,6.6,825.0,5223.65,3,Overhauled EGR Cooler Assembly. Resealed Thermostat Housing. Replaced Oil Cooler. Verified repair and road tested.,Approved,18,N,,,144,7,CAMP-0006,Y,PRISM Manual Entry
WC-2023001481,DLR-006,3AKLGLDR4B1013,FLT-0020,DLR-006-TECH-01,2025-11-17,2025-11-10,2025,11,Q4,395082,Freightliner M2 106,2023,Base Warranty,Brake warning indicator,199.45,2.6,325.0,524.45,1,Diagnosed and replaced ABS Sensor. Verified repair and road tested.,Escalated,37,N,,,821,9,,N,PRISM Batch Upload
WC-2023001482,DLR-012,3AKKGLDR9B1045,FLT-0033,DLR-012-TECH-02,2024-01-15,2024-01-14,2024,1,Q1,251762,Freightliner 108SD,2023,Base Warranty,Transmission fault code,9487.31,5.7,712.5,10199.81,3,Inspected and repaired ECM Module. Overhauled Driveshaft U-Joint. Replaced Differential Assembly. Verified repair and road tested.,Submitted,30,N,,,620,6,,N,PRISM Manual Entry
WC-2023001483,DLR-017,3AKLHLDR3D1050,FLT-0014,DLR-017-TECH-12,2025-12-05,2025-11-28,2025,12,Q4,392695,Western Star 49X,2024,Policy Adjustment,Electrical intermittent fault,1141.94,5.5,687.5,1829.44,2,Cleaned and reinstalled Air Compressor. Cleaned and reinstalled Door Latch Assembly. Verified repair and road tested.,Rejected,19,N,,,266,3,,N,PRISM Manual Entry
WC-2023001484,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-04,2025-02-25,2025-02-18,2025,2,Q1,189923,Freightliner 114SD,2024,Policy Adjustment,Coolant leak detected,5916.66,5.0,625.0,6541.66,2,Inspected and repaired Clutch Assembly. Recalibrated Turbocharger Assembly. Verified repair and road tested.,Under Review,30,N,,,812,18,,Y,PRISM Batch Upload
WC-2023001485,DLR-001,3AKKHLDR8M1116,FLT-0002,DLR-001-TECH-06,2023-03-16,2023-03-09,2023,3,Q1,143625,Freightliner 114SD,2024,Extended Warranty,Fan clutch not engaging,2153.61,5.8,725.0,2878.61,2,Replaced NOx Sensor. Overhauled Intercooler. Verified repair and road tested.,Escalated,18,N,,,1177,8,,N,PRISM Manual Entry
WC-2023001486,DLR-017,3AKLHLDR1N1078,FLT-0018,DLR-017-TECH-06,2025-08-13,2025-08-10,2025,8,Q3,156960,Freightliner M2 106,2023,Emissions Warranty,Fuel economy degradation,3479.85,5.0,625.0,4104.85,2,Resealed SCR Catalyst. Inspected and repaired Fan Clutch Assembly. Verified repair and road tested.,Rejected,15,N,,,522,11,,Y,PRISM Manual Entry
WC-2023001487,DLR-016,3AKKHLDR7F1153,FLT-0027,DLR-016-TECH-05,2025-01-17,2025-01-12,2025,1,Q1,7575,Western Star 47X,2022,Campaign/Recall,DPF regeneration failure,6494.44,5.5,687.5,7181.94,3,Replaced Wiring Harness - Engine. Overhauled ECM Module. Overhauled Thermostat Housing. Verified repair and road tested.,Rejected,39,N,,,74,5,CAMP-0013,N,API
